title,price,bedrooms,has_maid_room,bathrooms,area sqm,property_type,available from,location,amenities
Marassi Marina Views | Lagoon View Chalet | 2 Bed,25000000,2,Yes,2,1371475,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Kitchen Appliances, Private Garden, Private Pool, Shared Pool"
Under market price - chalet 183m ready to move,16000000,3,No,4,1841981,Chalet,22 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, View of Water"
Under market price - chalet 183m ready to move,16000000,3,No,4,1841981,Chalet,22 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, View of Water"
Under market price - apartment 275m prime location,13000000,3,Yes,3,2752960,Apartment,22 Jun 2026,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Under market price - apartment 275m prime location,13000000,3,Yes,3,2752960,Apartment,22 Jun 2026,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Under market price - apartment 134m prime location,7700000,2,Yes,2,1341442,Apartment,22 Jun 2026,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Under market price - apartment 134m prime location,7700000,2,Yes,2,1341442,Apartment,22 Jun 2026,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Resale gorund chalet ready to move in azha,13500000,2,Yes,2,1201292,Chalet,22 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Resale gorund chalet ready to move in azha,13500000,2,Yes,2,1201292,Chalet,22 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Price Garden Chalet In Salt Lagoon-See View,6500000,3,Yes,2,1201292,Chalet,22 Jun 2026,"Salt, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Price Garden Chalet In Salt Lagoon-See View,6500000,3,Yes,2,1201292,Chalet,22 Jun 2026,"Salt, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Sea View Chalet in Telal Soul | Prime Location,10000000,3,Yes,2,1331432,Chalet,22 Jun 2026,"Soul North Coast, Qesm Ad Dabaah, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool"
Sea View Chalet in Telal Soul | Prime Location,10000000,3,Yes,2,1331432,Chalet,22 Jun 2026,"Soul North Coast, Qesm Ad Dabaah, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool"
Gaia North Coast | Ground Floor Chalet for Sale,7768650,3,Yes,3,1261356,Chalet,22 Jun 2026,"Gaia, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Private Pool"
Gaia North Coast | Ground Floor Chalet for Sale,7768650,3,Yes,3,1261356,Chalet,22 Jun 2026,"Gaia, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Private Pool"
Gaia Ground Floor Chalet | Pool View | Best Price,6851800,2,Yes,2,1031109,Chalet,22 Jun 2026,"Gaia, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Gaia Ground Floor Chalet | Pool View | Best Price,6851800,2,Yes,2,1031109,Chalet,22 Jun 2026,"Gaia, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Furnished Second floor apartment best view,12300000,3,Yes,3,1601722,Apartment,18 Jun 2026,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Furnished Second floor apartment best view,12300000,3,Yes,3,1601722,Apartment,18 Jun 2026,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Best Price Ground floor apartment Early Delivery,10400000,3,Yes,3,1801938,Apartment,18 Jun 2026,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Best Price Ground floor apartment Early Delivery,10400000,3,Yes,3,1801938,Apartment,18 Jun 2026,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Very Prime Location Bahary Standalone 391m Mivida,69000000,6,Yes,5,3914209,Villa,16 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security"
Very Prime Location Bahary Standalone 391m Mivida,69000000,6,Yes,5,3914209,Villa,16 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security"
Luxury Direct Lake Villa 740m with Pool + Elevator,200000000,7,Yes,7,7407965,Villa,17 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Security"
Luxury Direct Lake Villa 740m with Pool + Elevator,200000000,7,Yes,7,7407965,Villa,17 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Security"
HOT DEAL Mivida Villa 500m Finished Direct Lake,125000000,6,Yes,5,5005382,Villa,17 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Security"
HOT DEAL Mivida Villa 500m Finished Direct Lake,125000000,6,Yes,5,5005382,Villa,17 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Security"
Luxury Standalone 365m with Private Pool Finished,87500000,4,Yes,4,3653929,Villa,17 Jun 2026,"Alba Spendia, Uptown Cairo, Mokattam, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Security"
Luxury Standalone 365m with Private Pool Finished,87500000,4,Yes,4,3653929,Villa,17 Jun 2026,"Alba Spendia, Uptown Cairo, Mokattam, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Security"
LOWEST PRICE Uptown Levana Villa 472sqm Finished,54000000,4,Yes,4,4725081,Villa,17 Jun 2026,"Levana, Uptown Cairo, Mokattam, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Security"
LOWEST PRICE Uptown Levana Villa 472sqm Finished,54000000,4,Yes,4,4725081,Villa,17 Jun 2026,"Levana, Uptown Cairo, Mokattam, Cairo","Unfurnished, Balcony, Covered Parking, Maids Room, Private Garden, Security"
HOT OFFER Duplex 300m + G 130m Finished with ACs,31000000,3,Yes,4,3003229,Duplex,17 Jun 2026,"The Sierras, Uptown Cairo, Mokattam, Cairo","Unfurnished, Balcony, Central A/C, Maids Room, Private Garden, Security"
HOT OFFER Duplex 300m + G 130m Finished with ACs,31000000,3,Yes,4,3003229,Duplex,17 Jun 2026,"The Sierras, Uptown Cairo, Mokattam, Cairo","Unfurnished, Balcony, Central A/C, Maids Room, Private Garden, Security"
Resale Under Market Price 165m Ready to Move 3BD,5750000,3,No,3,1651776,Apartment,18 Jun 2026,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Balcony, Security"
Resale Under Market Price 165m Ready to Move 3BD,5750000,3,No,3,1651776,Apartment,18 Jun 2026,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Balcony, Security"
HOT DEAL Apartment 182m Ready to Move Prime View,6600000,3,No,4,1821959,Apartment,18 Jun 2026,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Balcony, Security"
HOT DEAL Apartment 182m Ready to Move Prime View,6600000,3,No,4,1821959,Apartment,18 Jun 2026,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Balcony, Security"
Ground Chalet In Gaia Prime Location Pool View,7438242,3,Yes,3,1311410,Chalet,22 Jun 2026,"Gaia, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ground Chalet In Gaia Prime Location Pool View,7438242,3,Yes,3,1311410,Chalet,22 Jun 2026,"Gaia, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Premium 3BR Apartment+125m Garden10% DP Finished,14900000,3,Yes,3,1551668,Apartment,22 Jun 2026,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Premium 3BR Apartment+125m Garden10% DP Finished,14900000,3,Yes,3,1551668,Apartment,22 Jun 2026,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ready To Move Apt Lowest Price In The Market,12000000,2,No,2,1161249,Apartment,22 Jun 2026,"Eden, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Ready To Move Apt Lowest Price In The Market,12000000,2,No,2,1161249,Apartment,22 Jun 2026,"Eden, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Chalet With Garden In Playa Fully Finished,8600000,3,No,3,1761894,Chalet,22 Jun 2026,"Playa Resort, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Private Garden, Shared Pool, Study, View of Water, Security, Shared Spa"
Chalet With Garden In Playa Fully Finished,8600000,3,No,3,1761894,Chalet,22 Jun 2026,"Playa Resort, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Private Garden, Shared Pool, Study, View of Water, Security, Shared Spa"
Own Chalet 2 Bed Lagoon View 8 Year Installment,18760000,2,No,2,1301399,Apartment,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, View of Water, Security, Shared Spa, Shared Gym, Shared Pool"
Own Chalet 2 Bed Lagoon View 8 Year Installment,18760000,2,No,2,1301399,Apartment,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, View of Water, Security, Shared Spa, Shared Gym, Shared Pool"
Chalet Lagoon View In Silver Sands Prime Location,30000000,4,Yes,4,2232400,Chalet,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Study, Security, Shared Spa, Shared Gym, View of Water"
Chalet Lagoon View In Silver Sands Prime Location,30000000,4,Yes,4,2232400,Chalet,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Study, Security, Shared Spa, Shared Gym, View of Water"
Own Your Twin Ready To Move In Silver Sands,37663336,4,Yes,4,4204521,Villa,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark, View of Water"
Own Your Twin Ready To Move In Silver Sands,37663336,4,Yes,4,4204521,Villa,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark, View of Water"
Ready To Move Duet Villa With Open View,19154644,4,Yes,4,1801938,Villa,22 Jun 2026,"Elan, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Ready To Move Duet Villa With Open View,19154644,4,Yes,4,1801938,Villa,22 Jun 2026,"Elan, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Villa Sea View Fully Finished In Marsa Baghush,63550000,5,Yes,4,4034338,Villa,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Shared Pool, Study, View of Water, Security, Shared Spa"
Villa Sea View Fully Finished In Marsa Baghush,63550000,5,Yes,4,4034338,Villa,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Shared Pool, Study, View of Water, Security, Shared Spa"
Fully Finished In Hacienda Waters Direct On Lagoon,14000000,2,No,3,1071152,Chalet,22 Jun 2026,"Hacienda Waters, Qesm Ad Dabaah, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Water, Shared Pool"
Fully Finished In Hacienda Waters Direct On Lagoon,14000000,2,No,3,1071152,Chalet,22 Jun 2026,"Hacienda Waters, Qesm Ad Dabaah, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Water, Shared Pool"
Twin Ready To Move Lagoon View With Private Pool,50000000,5,Yes,5,6016469,Chalet,22 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Twin Ready To Move Lagoon View With Private Pool,50000000,5,Yes,5,6016469,Chalet,22 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Villa First Raw Direct On Lagoon Fully Finished,43255000,4,Yes,4,2652852,Villa,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Shared Pool, View of Water, Security, Shared Spa, Shared Gym"
Villa First Raw Direct On Lagoon Fully Finished,43255000,4,Yes,4,2652852,Villa,22 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Shared Pool, View of Water, Security, Shared Spa, Shared Gym"
Own Your Twin House View Lagoon Fully Finished,42634811,5,Yes,5,2062217,Villa,22 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, View of Water, Security, Shared Spa, Shared Gym, Shared Pool"
Own Your Twin House View Lagoon Fully Finished,42634811,5,Yes,5,2062217,Villa,22 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, View of Water, Security, Shared Spa, Shared Gym, Shared Pool"
Ready To Move Apartment Lowest Price In The Market,6180290,1,No,1,85915,Apartment,22 Jun 2026,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Central A/C, Covered Parking, Security, Shared Spa, Shared Gym, View of Landmark"
Ready To Move Apartment Lowest Price In The Market,6180290,1,No,1,85915,Apartment,22 Jun 2026,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Central A/C, Covered Parking, Security, Shared Spa, Shared Gym, View of Landmark"
Ready To Move Apt Lowest Price In The Market,12000000,2,No,2,1161249,Apartment,22 Jun 2026,"Elan, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Ready To Move Apt Lowest Price In The Market,12000000,2,No,2,1161249,Apartment,22 Jun 2026,"Elan, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Fully Finished Chalet In Playa Ghazala View Lagoon,16632000,2,No,2,1511625,Chalet,22 Jun 2026,"Playa Resort, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Shared Gym"
Fully Finished Chalet In Playa Ghazala View Lagoon,16632000,2,No,2,1511625,Chalet,22 Jun 2026,"Playa Resort, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Shared Gym"
